TIME,,,,,,
0.351256847,,,* USING ALL VALUES,,,
0.037498236,,,AVERAGE TIME,MAX TIME,MIN TIME,_TIME
0.042472839,,,0.042960911,0.351256847,0.028413057,0.32284379
0.0394876,,,,,,
0.043236494,,,"* DISCRIMINATING THE FIRST VALUE, WHICH IS THE BIGGER ONE.",,,
0.039578438,,,AVERAGE TIME,MAX TIME,MIN TIME,_TIME
0.0432477,,,0.03984681,0.045621634,0.028413057,0.017208576
0.03912282,,,,,,
0.043155432,,,,,,
0.03935957,,,,,,
0.043225765,,,,,,
0.038927317,,,,,,
0.043248177,,,,,,
0.039193869,,,,,,
0.043223858,,,,,,
0.039316177,,,,,,
0.042873621,,,,,,
0.03953886,,,,,,
0.043037891,,,,,,
0.039158821,,,,,,
0.043267727,,,,,,
0.039290667,,,,,,
0.04316926,,,,,,
0.039963245,,,,,,
0.038883209,,,,,,
0.043353558,,,,,,
0.039247036,,,,,,
0.042822123,,,,,,
0.039409637,,,,,,
0.04270196,,,,,,
0.038931131,,,,,,
0.042903423,,,,,,
0.039283276,,,,,,
0.043334246,,,,,,
0.039315939,,,,,,
0.043019772,,,,,,
0.03920579,,,,,,
0.043279886,,,,,,
0.039708376,,,,,,
0.042945623,,,,,,
0.039267063,,,,,,
0.043408632,,,,,,
0.039422274,,,,,,
0.033710957,,,,,,
0.030897379,,,,,,
0.037378073,,,,,,
0.033026695,,,,,,
0.035807371,,,,,,
0.0324471,,,,,,
0.036253929,,,,,,
0.032468319,,,,,,
0.036232471,,,,,,
0.031945705,,,,,,
0.036527395,,,,,,
0.028413057,,,,,,
0.038186312,,,,,,
0.034995079,,,,,,
0.032139301,,,,,,
0.036259651,,,,,,
0.039376497,,,,,,
0.0423491,,,,,,
0.038728714,,,,,,
0.04244113,,,,,,
0.039326906,,,,,,
0.045621634,,,,,,
0.036292791,,,,,,
0.043137074,,,,,,
0.038032532,,,,,,
0.042650461,,,,,,
0.038737774,,,,,,
0.042484999,,,,,,
0.039021015,,,,,,
0.042652369,,,,,,
0.038530111,,,,,,
0.04252553,,,,,,
0.039382458,,,,,,
0.042823315,,,,,,
0.038950682,,,,,,
0.043620825,,,,,,
0.037907124,,,,,,
0.042892456,,,,,,
0.038707018,,,,,,
0.04292798,,,,,,
0.039177418,,,,,,
0.042649269,,,,,,
0.03934145,,,,,,
0.041830063,,,,,,
0.039295912,,,,,,
0.042444229,,,,,,
0.039424181,,,,,,
0.038787365,,,,,,
0.042892694,,,,,,
0.039511681,,,,,,
0.042094707,,,,,,
0.039174318,,,,,,
0.042531729,,,,,,
0.039314032,,,,,,
0.043173552,,,,,,
0.038981915,,,,,,
0.043363094,,,,,,
